id, label, s, tx, ty, tz, r11, r12, r13, r21, r22, r23, r31, r32, r33, hand_dir_1, hand_dir_2, hand_dir_3,  thumb_dir_1, thumb_dir_2, thumb_dir_3, 	thumb_meta_center_1, thumb_meta_center_2, thumb_meta_center_3, thumb_meta_dir_1, thumb_meta_dir_2, thumb_meta_dir_3, 	thumb_prox_center_1, thumb_prox_center_2, thumb_prox_center_3, thumb_prox_dir_1, thumb_prox_dir_2, thumb_prox_dir_3, 	thumb_int_center_1, thumb_int_center_2, thumb_int_center_3, thumb_int_dir_1, thumb_int_dir_2, thumb_int_dir_3, 	thumb_dist_center_1, thumb_dist_center_2, thumb_dist_center_3, thumb_dist_dir_1, thumb_dist_dir_2, thumb_dist_dir_3, 	thumb_tip_pos_1, thumb_tip_pos_2, thumb_tip_pos_3, index_dir_1, index_dir_2, index_dir_3, 	index_meta_center_1, index_meta_center_2, index_meta_center_3, index_meta_dir_1, index_meta_dir_2, index_meta_dir_3, 	index_prox_center_1, index_prox_center_2, index_prox_center_3, index_prox_dir_1, index_prox_dir_2, index_prox_dir_3, 	index_int_center_1, index_int_center_2, index_int_center_3, index_int_dir_1, index_int_dir_2, index_int_dir_3, 	index_dist_center_1, index_dist_center_2, index_dist_center_3, index_dist_dir_1, index_dist_dir_2, index_dist_dir_3, 	index_tip_pos_1, index_tip_pos_2, index_tip_pos_3, middle_dir_1, middle_dir_2, middle_dir_3, 	middle_meta_center_1, middle_meta_center_2, middle_meta_center_3, middle_meta_dir_1, middle_meta_dir_2, middle_meta_dir_3, 	middle_prox_center_1, middle_prox_center_2, middle_prox_center_3, middle_prox_dir_1, middle_prox_dir_2, middle_prox_dir_3, 	middle_int_center_1, middle_int_center_2, middle_int_center_3, middle_int_dir_1, middle_int_dir_2, middle_int_dir_3, 	middle_dist_center_1, middle_dist_center_2, middle_dist_center_3, middle_dist_dir_1, middle_dist_dir_2, middle_dist_dir_3, 	middle_tip_pos_1, middle_tip_pos_2, middle_tip_pos_3, ring_dir_1, ring_dir_2, ring_dir_3, 	ring_meta_center_1, ring_meta_center_2, ring_meta_center_3, ring_meta_dir_1, ring_meta_dir_2, ring_meta_dir_3, 	ring_prox_center_1, ring_prox_center_2, ring_prox_center_3, ring_prox_dir_1, ring_prox_dir_2, ring_prox_dir_3, 	ring_int_center_1, ring_int_center_2, ring_int_center_3, ring_int_dir_1, ring_int_dir_2, ring_int_dir_3, 	ring_dist_center_1, ring_dist_center_2, ring_dist_center_3, ring_dist_dir_1, ring_dist_dir_2, ring_dist_dir_3, 	ring_tip_pos_1, ring_tip_pos_2, ring_tip_pos_3, pinkie_dir_1, pinkie_dir_2, pinkie_dir_3, 	pinkie_meta_center_1, pinkie_meta_center_2, pinkie_meta_center_3, pinkie_meta_dir_1, pinkie_meta_dir_2, pinkie_meta_dir_3, 	pinkie_prox_center_1, pinkie_prox_center_2, pinkie_prox_center_3, pinkie_prox_dir_1, pinkie_prox_dir_2, pinkie_prox_dir_3, 	pinkie_int_center_1, pinkie_int_center_2, pinkie_int_center_3, pinkie_int_dir_1, pinkie_int_dir_2, pinkie_int_dir_3, 	pinkie_dist_center_1, pinkie_dist_center_2, pinkie_dist_center_3, pinkie_dist_dir_1, pinkie_dist_dir_2, pinkie_dist_dir_3, 	pinkie_tip_pos_1, pinkie_tip_pos_2, pinkie_tip_pos_3,
522, h, 1.00479, 55.2054, -12.2331, 42.8048, 0.992824, 0.00213951, 0.119567, -0.0148661, 0.994292, 0.105649, -0.118659, -0.106668, 0.987189, 0.850845, 0.14735, -0.504333, 0.810731, -0.408488, -0.419347, 24.3433, 156.578, 15.0026, 0.531229, -0.20313, 0.822517, 59.2646, 141.599, -2.48422, 0.368823, -0.199878, 0.907755, 92.1868, 124.283, -19.6733, 0.368823, -0.199878, 0.907755, 79.2714, 131.518, -12.8326, 0.368823, -0.199878, 0.907755, 88.6943, 124.351, -18.3572, 0.877322, -0.397267, -0.269232, -43.7038, 137.672, 36.6967, 0.287499, 0.888477, 0.357705, -18.0213, 128.821, 2.95343, 0.434928, 0.895315, 0.0961725, 25.4251, 108.033, -0.00494472, 0.434928, 0.895315, 0.0961725, 7.93747, 117.066, -5.01277, 0.434928, 0.895315, 0.0961725, 21.9617, 109.537, -1.16514, 0.837543, -0.325445, -0.43887, 14.5712, 155.825, -1.51266, 0.651997, -0.0326054, 0.75752, 46.4138, 145.794, -18.1105, 0.453698, -0.0332982, 0.890533, 76.1937, 133.543, -33.7405, 0.453698, -0.0332982, 0.890533, 63.9816, 138.968, -27.316, 0.453698, -0.0332982, 0.890533, 73.1986, 133.667, -32.2937, -0.622783, -0.782081, 0.022129, 29.3756, 154.65, 34.029, 0.392036, -0.27428, 0.878111, 32.8591, 118.203, 21.2675, 0.375638, -0.274077, 0.885312, 4.40941, 90.9367, 24.8977, 0.375638, -0.274077, 0.885312, 17.8873, 99.4012, 21.7995, 0.375638, -0.274077, 0.885312, 5.19779, 94.3315, 22.6421, -0.703742, -0.680891, -0.202814, 32.3764, 148.93, 51.452, 0.258544, -0.426496, 0.86675, 33.5966, 121.357, 38.0425, 0.155795, -0.426423, 0.891006, 8.16693, 103.366, 33.8788, 0.155795, -0.426423, 0.891006, 21.6517, 109.8, 34.6001, 0.155795, -0.426423, 0.891006, 9.72513, 106.674, 32.1509, 
523, h, 1.0132, 55.4859, -7.26991, 43.1894, 0.987026, -0.0156947, 0.159794, -0.0058494, 0.991036, 0.133469, -0.160457, -0.132672, 0.978086, 0.873611, 0.150774, -0.462678, 0.824163, -0.403833, -0.397083, 25.2186, 161.616, 16.4018, 0.492615, -0.234843, 0.837961, 60.7405, 146.867, -0.0398448, 0.327616, -0.231966, 0.915893, 94.2002, 129.732, -16.3483, 0.327616, -0.231966, 0.915893, 81.0788, 136.901, -9.83885, 0.327616, -0.231966, 0.915893, 90.1472, 128.378, -16.8939, 0.875042, -0.445002, -0.19046, -43.9308, 142.998, 34.5733, 0.28267, 0.87339, 0.396595, -16.2969, 131.588, 3.22449, 0.467186, 0.879383, 0.091776, 25.6791, 109.031, 5.68798, 0.467186, 0.879383, 0.091776, 9.59437, 118.421, -2.41096, 0.467186, 0.879383, 0.091776, 21.1176, 110.129, -0.486373, 0.858922, -0.304972, -0.411395, 16.1614, 161.49, -0.532435, 0.618171, -0.06411, 0.783425, 48.778, 152.151, -15.9917, 0.411847, -0.0660822, 0.908854, 79.33, 140.648, -30.6727, 0.411847, -0.0660822, 0.908854, 66.7942, 145.754, -24.6209, 0.411847, -0.0660822, 0.908854, 75.2948, 139.115, -30.7499, -0.628066, -0.77759, -0.029775, 29.399, 159.051, 35.5588, 0.350283, -0.305723, 0.885345, 33.2531, 123.026, 21.7495, 0.336056, -0.305549, 0.890902, 4.48757, 95.9067, 23.2992, 0.336056, -0.305549, 0.890902, 18.1542, 104.332, 21.0337, 0.336056, -0.305549, 0.890902, 6.09491, 94.8653, 22.9228, -0.699822, -0.666415, -0.257176, 31.5728, 152.773, 52.9121, 0.215544, -0.455701, 0.863642, 33.2251, 125.61, 38.7333, 0.108281, -0.45484, 0.883966, 7.83596, 108.069, 32.8178, 0.108281, -0.45484, 0.883966, 21.3467, 114.299, 34.3681, 0.108281, -0.45484, 0.883966, 10.2947, 107.075, 32.689, 
524, h, 1.01582, 50.5998, -12.2252, 43.5981, 0.984752, -0.0272013, 0.171824, 0.00588975, 0.992347, 0.123342, -0.173864, -0.12045, 0.977376, 0.880961, 0.12917, -0.455218, 0.820046, -0.421491, -0.38713, 20.5072, 155.899, 16.6843, 0.479539, -0.231753, 0.846364, 55.9608, 140.55, 0.65018, 0.318852, -0.225244, 0.920651, 89.2183, 122.654, -15.2464, 0.318852, -0.225244, 0.920651, 76.1974, 130.149, -8.90322, 0.318852, -0.225244, 0.920651, 89.3485, 127.955, -15.8543, 0.858916, -0.449924, -0.244604, -49.1458, 138.738, 34.3593, 0.293711, 0.87375, 0.387679, -21.5558, 126.557, 3.2632, 0.48128, 0.872409, 0.085284, 18.2712, 104.209, 7.12171, 0.48128, 0.872409, 0.085284, 3.85837, 113.245, -3.97428, 0.48128, 0.872409, 0.085284, 19.5926, 110.101, 0.250916, 0.853125, -0.332725, -0.401835, 11.6288, 155.697, -0.34356, 0.608635, -0.0639966, 0.790865, 44.1239, 145.46, -15.4869, 0.405832, -0.0607637, 0.911926, 74.4371, 132.926, -29.8122, 0.405832, -0.0607637, 0.911926, 62.0185, 138.481, -23.9155, 0.405832, -0.0607637, 0.911926, 74.2483, 138.296, -29.5815, -0.633873, -0.772826, -0.0307405, 24.4393, 153.528, 35.9186, 0.335494, -0.299489, 0.893168, 28.314, 117.357, 22.501, 0.320939, -0.298981, 0.89867, -0.720095, 90.5443, 23.9495, 0.320939, -0.298981, 0.89867, 13.0756, 98.778, 21.762, 0.320939, -0.298981, 0.89867, 5.77328, 94.8538, 23.2046, -0.703119, -0.661353, -0.26122, 26.3192, 147.453, 53.3784, 0.198387, -0.44739, 0.872058, 28.0023, 120.093, 39.5885, 0.0864553, -0.444146, 0.891773, 2.48766, 102.829, 33.4636, 0.0864553, -0.444146, 0.891773, 16.068, 108.867, 35.1547, 0.0864553, -0.444146, 0.891773, 9.74761, 106.98, 33.0997, 
525, h, 1.01369, 48.7013, -14.312, 42.3169, 0.985179, -0.039408, 0.166939, 0.0154448, 0.989677, 0.14248, -0.17083, -0.13779, 0.975618, 0.875958, 0.135502, -0.462964, 0.814454, -0.413385, -0.407157, 18.5628, 154.29, 15.3665, 0.488715, -0.246995, 0.83675, 53.8171, 139.351, -1.47416, 0.332951, -0.241721, 0.911435, 86.8335, 121.767, -18.1986, 0.332951, -0.241721, 0.911435, 73.9158, 129.15, -11.5218, 0.332951, -0.241721, 0.911435, 88.3841, 126.928, -15.598, 0.853461, -0.445795, -0.269948, -50.9159, 136.943, 33.539, 0.299705, 0.866502, 0.399188, -24.4418, 125.711, 1.14263, 0.484139, 0.869923, 0.0940416, 15.8735, 103.076, 2.97449, 0.484139, 0.869923, 0.0940416, 0.81095, 112.521, -6.84477, 0.484139, 0.869923, 0.0940416, 18.07, 108.762, 1.11574, 0.846636, -0.327385, -0.419555, 9.49086, 154.394, -1.55999, 0.617478, -0.078524, 0.782659, 41.7603, 144.406, -17.3391, 0.418617, -0.0770753, 0.904886, 71.8352, 132.049, -32.3049, 0.418617, -0.0770753, 0.904886, 59.5188, 137.539, -26.1395, 0.418617, -0.0770753, 0.904886, 73.0462, 136.692, -29.4778, -0.629086, -0.776213, -0.0417497, 22.7092, 151.583, 34.5113, 0.345088, -0.315286, 0.88403, 26.9106, 115.759, 20.2876, 0.329356, -0.314808, 0.89018, -1.97715, 88.8049, 21.4437, 0.329356, -0.314808, 0.89018, 11.7872, 97.0982, 19.2839, 0.329356, -0.314808, 0.89018, 5.33163, 94.4458, 23.1076, -0.704153, -0.657322, -0.268507, 24.7766, 145.208, 51.842, 0.207479, -0.462579, 0.861959, 26.5458, 118.102, 37.5684, 0.0918185, -0.459273, 0.883537, 0.982838, 100.975, 31.3223, 0.0918185, -0.459273, 0.883537, 14.5939, 106.945, 33.0109, 0.0918185, -0.459273, 0.883537, 8.97291, 106.347, 33.0747, 
526, h, 1.01511, 49.9429, -13.0713, 40.5637, 0.985047, -0.0423303, 0.167006, 0.0171909, 0.988658, 0.149194, -0.171428, -0.144092, 0.974602, 0.876979, 0.136633, -0.460695, 0.813881, -0.413317, -0.408372, 19.9148, 155.544, 13.7779, 0.486853, -0.25537, 0.83532, 55.1522, 140.598, -3.09244, 0.329723, -0.250165, 0.91033, 88.1433, 123.019, -19.8725, 0.329723, -0.250165, 0.91033, 75.2368, 130.398, -13.17, 0.329723, -0.250165, 0.91033, 88.286, 126.859, -15.6504, 0.844967, -0.486762, -0.221569, -49.6404, 138.259, 31.7166, 0.301814, 0.862265, 0.406703, -22.8869, 124.385, 0.599134, 0.509167, 0.858922, 0.054788, 17.0168, 100.508, 4.07615, 0.509167, 0.858922, 0.054788, 2.11455, 109.982, -5.95678, 0.509167, 0.858922, 0.054788, 18.0175, 108.703, 1.14559, 0.848432, -0.324673, -0.418031, 10.8656, 155.814, -3.15893, 0.6162, -0.0868538, 0.782786, 43.1783, 145.834, -18.854, 0.41375, -0.0857482, 0.906343, 73.3269, 133.6, -33.7744, 0.41375, -0.0857482, 0.906343, 60.9745, 139.024, -27.6224, 0.41375, -0.0857482, 0.906343, 72.8806, 136.567, -29.6124, -0.631087, -0.774136, -0.0494253, 24.0276, 152.667, 32.9051, 0.342956, -0.323609, 0.881849, 28.2385, 116.969, 18.3682, 0.326804, -0.323119, 0.88814, -0.73418, 90.105, 19.2557, 0.326804, -0.323119, 0.88814, 13.0671, 98.3584, 17.18, 0.326804, -0.323119, 0.88814, 5.28265, 94.406, 23.0485, -0.704973, -0.652904, -0.277001, 26.0526, 146.142, 50.1854, 0.204928, -0.470294, 0.858387, 27.8914, 119.155, 35.6981, 0.0863121, -0.46664, 0.880226, 2.29038, 102.186, 29.2128, 0.0863121, -0.46664, 0.880226, 15.9256, 108.073, 30.9964, 0.0863121, -0.46664, 0.880226, 8.89722, 106.29, 33.0152, 
527, h, 1.01993, 52.1277, -12.6574, 41.0488, 0.987171, -0.0414726, 0.154186, 0.0186535, 0.98902, 0.146597, -0.158572, -0.14184, 0.977106, 0.869714, 0.135787, -0.474509, 0.804688, -0.424293, -0.415275, 22.0105, 155.928, 14.0695, 0.499796, -0.251008, 0.828974, 56.9085, 140.557, -3.12141, 0.339244, -0.245426, 0.908118, 89.5107, 122.522, -20.1746, 0.339244, -0.245426, 0.908118, 76.7662, 130.086, -13.3693, 0.339244, -0.245426, 0.908118, 88.2004, 126.766, -15.762, 0.834556, -0.48314, -0.264748, -47.2407, 138.628, 33.1346, 0.306699, 0.864466, 0.398288, -22.4934, 125.478, 0.10158, 0.510117, 0.859168, 0.0401255, 15.759, 102.552, 4.68442, 0.510117, 0.859168, 0.0401255, 2.20001, 111.182, -7.73196, 0.510117, 0.859168, 0.0401255, 17.9204, 108.55, 1.17246, 0.839672, -0.333506, -0.428631, 12.7057, 156.111, -2.72947, 0.628093, -0.0825503, 0.773747, 44.7253, 145.87, -18.8514, 0.427397, -0.0811713, 0.900413, 74.5494, 133.303, -34.1409, 0.427397, -0.0811713, 0.900413, 62.3378, 138.874, -27.8421, 0.427397, -0.0811713, 0.900413, 72.8172, 136.497, -29.7242, -0.630891, -0.774971, -0.0373776, 26.4162, 153.141, 33.1448, 0.356717, -0.319237, 0.877975, 30.5568, 117.401, 18.6913, 0.339023, -0.318686, 0.885157, 1.6154, 90.535, 20.1036, 0.339023, -0.318686, 0.885157, 15.3901, 98.7703, 17.7928, 0.339023, -0.318686, 0.885157, 5.17919, 94.2627, 22.7836, -0.708802, -0.653093, -0.266587, 28.7116, 146.695, 50.421, 0.21856, -0.466212, 0.85725, 30.4345, 119.638, 36.0509, 0.0943137, -0.462266, 0.881712, 4.73256, 102.699, 29.9193, 0.0943137, -0.462266, 0.881712, 18.4038, 108.553, 31.526, 0.0943137, -0.462266, 0.881712, 8.73389, 106.104, 32.7737, 
528, h, 1.02601, 53.8537, -12.0257, 42.3387, 0.989453, -0.0303554, 0.141639, 0.00974314, 0.989529, 0.144008, -0.144527, -0.141109, 0.979388, 0.862898, 0.145493, -0.483982, 0.799178, -0.432401, -0.417545, 23.5226, 156.818, 15.2024, 0.51161, -0.244333, 0.823746, 58.2339, 141.16, -2.10679, 0.344251, -0.240193, 0.907633, 90.5991, 122.784, -19.2455, 0.344251, -0.240193, 0.907633, 77.9556, 130.49, -12.4108, 0.344251, -0.240193, 0.907633, 88.1376, 126.63, -15.8943, 0.841842, -0.465089, -0.27385, -45.3116, 138.728, 35.0284, 0.300829, 0.868385, 0.39422, -23.2666, 128.096, -0.713937, 0.494705, 0.86779, 0.0469757, 17.4848, 104.845, -0.362778, 0.494705, 0.86779, 0.0469757, 1.64235, 114.335, -8.81678, 0.494705, 0.86779, 0.0469757, 17.1241, 108.254, 0.749528, 0.832719, -0.340277, -0.436797, 14.0358, 156.876, -1.49533, 0.637322, -0.0744387, 0.766994, 45.8354, 146.49, -17.9563, 0.438898, -0.0752903, 0.895377, 75.3977, 133.654, -33.5265, 0.438898, -0.0752903, 0.895377, 63.302, 139.353, -27.1183, 0.438898, -0.0752903, 0.895377, 72.7729, 136.371, -29.8966, -0.636168, -0.771223, -0.0224668, 28.166, 154.102, 34.2314, 0.369876, -0.314183, 0.874346, 31.9839, 118.245, 19.9799, 0.349186, -0.313759, 0.882963, 2.91303, 91.5444, 21.9885, 0.349186, -0.313759, 0.882963, 16.6903, 99.7048, 19.4398, 0.349186, -0.313759, 0.882963, 5.18028, 94.2035, 22.6869, -0.71727, -0.647683, -0.256963, 30.7229, 147.701, 51.4873, 0.233234, -0.462785, 0.855238, 32.1399, 120.581, 37.2009, 0.0989678, -0.459735, 0.882524, 6.23994, 103.824, 31.376, 0.0989678, -0.459735, 0.882524, 19.9654, 109.588, 32.8394, 0.0989678, -0.459735, 0.882524, 8.71897, 105.997, 32.6537, 
529, h, 0.997495, 68.2148, -2.24289, 24.6673, 0.991177, 0.0471308, 0.123883, -0.0634107, 0.98936, 0.130946, -0.116393, -0.137646, 0.983619, 0.841688, 0.205569, -0.499302, 0.813336, -0.39791, -0.424445, 37.9106, 167.964, -3.78539, 0.541041, -0.190387, 0.819163, 73.2103, 154.129, -21.4549, 0.375537, -0.198149, 0.905378, 106.15, 137.069, -38.8515, 0.375537, -0.198149, 0.905378, 93.2813, 144.31, -31.9291, 0.375537, -0.198149, 0.905378, 90.2409, 128.364, -19.1698, 0.903561, -0.301004, -0.304918, -28.9869, 144.81, 17.36, 0.23679, 0.895428, 0.377013, -3.61326, 141.011, -17.5441, 0.360717, 0.918455, 0.162244, 40.2534, 124.072, -19.1847, 0.360717, 0.918455, 0.162244, 23.1219, 132.104, -26.5662, 0.360717, 0.918455, 0.162244, 35.3836, 125.706, -20.237, 0.846315, -0.293142, -0.444768, 28.2116, 167.013, -20.3336, 0.652096, -0.0120088, 0.758041, 60.3892, 158.564, -37.1639, 0.45786, -0.0264063, 0.888632, 90.4718, 147.366, -52.9965, 0.45786, -0.0264063, 0.888632, 78.141, 152.415, -46.4931, 0.45786, -0.0264063, 0.888632, 74.0097, 137.387, -31.993, -0.586487, -0.809935, 0.0061255, 43.0256, 165.918, 15.2066, 0.406014, -0.270406, 0.872945, 48.926, 130.088, 1.61166, 0.384216, -0.271543, 0.882407, 21.6573, 101.637, 4.72966, 0.384216, -0.271543, 0.882407, 34.8267, 110.617, 1.75892, 0.384216, -0.271543, 0.882407, 7.89952, 95.4781, 20.1337, -0.678569, -0.697162, -0.231319, 46.3269, 160.007, 32.5111, 0.281296, -0.429603, 0.858088, 49.29, 132.799, 18.6355, 0.146143, -0.436762, 0.887627, 24.4368, 114.279, 13.6144, 0.146143, -0.436762, 0.887627, 37.7723, 120.966, 14.7092, 0.146143, -0.436762, 0.887627, 10.457, 106.862, 30.9487, 
530, h, 0.996318, 81.4436, -3.67279, 4.79596, 0.992682, 0.0511451, 0.109391, -0.0637499, 0.991315, 0.115023, -0.102558, -0.121155, 0.987321, 0.833785, 0.184873, -0.520217, 0.792887, -0.419734, -0.441763, 50.1768, 165.662, -23.8148, 0.555399, -0.183189, 0.811156, 84.7851, 151.163, -42.3001, 0.400697, -0.187059, 0.896912, 116.834, 133.145, -60.3757, 0.400697, -0.187059, 0.896912, 104.352, 140.805, -53.2017, 0.400697, -0.187059, 0.896912, 104.435, 135.536, -37.162, 0.895133, -0.323009, -0.30725, -16.5717, 143.823, -0.87614, 0.2567, 0.898659, 0.355693, 8.32384, 138.787, -35.9675, 0.3773, 0.916019, 0.136213, 51.887, 121.096, -37.6628, 0.3773, 0.916019, 0.136213, 34.8096, 129.23, -45.0585, 0.3773, 0.916019, 0.136213, 46.4622, 124.783, -31.6562, 0.829574, -0.316728, -0.45988, 40.1225, 164.55, -40.1394, 0.667558, -0.00749473, 0.74452, 71.7348, 155.305, -57.6103, 0.479897, -0.016676, 0.877167, 101.199, 143.241, -73.9594, 0.479897, -0.016676, 0.877167, 89.1355, 148.662, -67.2564, 0.479897, -0.016676, 0.877167, 87.3174, 144.174, -49.3327, -0.612157, -0.789594, 0.0424849, 55.659, 163.886, -4.89833, 0.420454, -0.260346, 0.869159, 60.3411, 127.615, -17.7799, 0.397749, -0.26104, 0.879576, 32.2448, 100.188, -13.2143, 0.397749, -0.26104, 0.879576, 45.6247, 108.633, -16.7585, 0.397749, -0.26104, 0.879576, 16.9022, 98.5021, 11.6371, -0.699859, -0.686037, -0.198876, 59.2406, 158.24, 12.439, 0.293312, -0.418034, 0.859776, 61.4153, 130.737, -0.99185, 0.160996, -0.422771, 0.891821, 36.0212, 112.709, -4.95366, 0.160996, -0.422771, 0.891821, 49.5364, 119.092, -4.36746, 0.160996, -0.422771, 0.891821, 27.3265, 112.71, 14.1919, 
531, h, 1.00043, 76.7608, -8.22495, -6.47702, 0.998119, -0.0346541, 0.0505746, 0.0291, 0.993866, 0.106698, -0.0539619, -0.105025, 0.993004, 0.806295, 0.110384, -0.581123, 0.70728, -0.493422, -0.506251, 44.0589, 159.757, -36.5186, 0.595159, -0.233328, 0.768989, 75.4721, 142.223, -57.8595, 0.458791, -0.224444, 0.85973, 103.906, 121.182, -78.5262, 0.458791, -0.224444, 0.85973, 92.926, 130.047, -70.3525, 0.458791, -0.224444, 0.85973, 104.942, 129.261, -56.5384, 0.838102, -0.402032, -0.368722, -22.4974, 143.938, -8.61716, 0.36143, 0.871576, 0.331246, -0.752111, 136.698, -45.3768, 0.466703, 0.878388, 0.103069, 40.814, 115.165, -50.0847, 0.466703, 0.878388, 0.103069, 24.0462, 124.802, -56.2868, 0.466703, 0.878388, 0.103069, 43.4514, 121.437, -39.782, 0.75537, -0.396685, -0.521591, 32.7686, 159.573, -52.0528, 0.717328, -0.0682629, 0.693383, 61.8726, 147.399, -71.9222, 0.545229, -0.0610831, 0.836059, 88.6058, 132.464, -90.4472, 0.545229, -0.0610831, 0.836059, 77.7168, 139.079, -82.8628, 0.545229, -0.0610831, 0.836059, 88.6482, 138.943, -68.7997, -0.692597, -0.713333, 0.10708, 50.7413, 157.469, -18.0482, 0.458514, -0.298201, 0.837162, 50.307, 120.802, -30.6472, 0.437056, -0.296903, 0.849018, 19.7592, 96.7856, -23.3205, 0.437056, -0.296903, 0.849018, 33.6569, 103.654, -28.073, 0.437056, -0.296903, 0.849018, 18.0816, 98.4827, 7.02205, -0.782821, -0.60946, -0.125501, 55.0741, 151.5, -0.993022, 0.31746, -0.443878, 0.837969, 53.2627, 123.934, -14.3497, 0.200359, -0.43783, 0.876448, 25.8844, 108.625, -15.7384, 0.200359, -0.43783, 0.876448, 39.9755, 113.589, -16.4799, 0.200359, -0.43783, 0.876448, 28.3284, 112.024, 7.25817, 
532, h, 1.12636, 61.649, -7.05548, -27.4852, 0.998937, 0.0342372, -0.0308692, -0.0320427, 0.997103, 0.0689788, 0.0331414, -0.0679164, 0.99714, 0.743865, 0.171358, -0.645988, 0.724309, -0.436718, -0.533529, 26.9415, 161.561, -59.4877, 0.670698, -0.09715, 0.735341, 58.8265, 147.136, -82.3989, 0.550609, -0.0993619, 0.828829, 88.0025, 128.22, -104.049, 0.550609, -0.0993619, 0.828829, 76.7006, 136.358, -95.565, 0.550609, -0.0993619, 0.828829, 98.3098, 127.321, -75.2558, 0.696342, 0.305446, -0.64947, -34.8843, 139.315, -25.7065, 0.261781, 0.933019, 0.246874, -30.3889, 161.748, -62.4915, 0.123436, 0.840466, 0.527617, 10.0212, 170.698, -86.2025, 0.123436, 0.840466, 0.527617, -9.78508, 170.785, -81.7084, 0.123436, 0.840466, 0.527617, 19.8433, 143.563, -72.1498, 0.768438, -0.323218, -0.552299, 14.7769, 158.776, -74.085, 0.764241, 0.076407, 0.640389, 44.0007, 149.684, -95.3769, 0.601802, 0.0715644, 0.795433, 71.2968, 137.275, -114.912, 0.601802, 0.0715644, 0.795433, 60.119, 142.904, -106.962, 0.601802, 0.0715644, 0.795433, 80.796, 137.271, -90.8188, -0.591153, -0.777673, 0.213921, 35.0777, 161.518, -41.4642, 0.548851, -0.174058, 0.817598, 38.2617, 124.164, -51.3597, 0.530028, -0.174644, 0.829801, 11.4843, 97.4113, -39.8864, 0.530028, -0.174644, 0.829801, 24.0503, 105.469, -46.217, 0.530028, -0.174644, 0.829801, 18.3074, 98.7026, -0.635037, -0.704846, -0.709209, -0.0146382, 41.2933, 157.427, -24.4376, 0.429079, -0.33637, 0.8383, 42.0521, 128.93, -35.7923, 0.326214, -0.342394, 0.881108, 16.8729, 110.282, -33.7167, 0.326214, -0.342394, 0.881108, 30.0885, 116.892, -36.0407, 0.326214, -0.342394, 0.881108, 27.0293, 111.627, -4.43996, 
533, h, 1.24412, 16.6631, -15.5154, -33.0547, 0.986765, 0.12319, -0.105451, -0.121076, 0.992296, 0.0262397, 0.107871, -0.0131248, 0.994078, 0.688815, 0.169728, -0.704789, 0.486849, 0.43752, -0.756012, -78.7564, 130.215, -25.5788, 0.249495, 0.948461, 0.195383, -82.442, 154.36, -61.3558, 0.106733, 0.829228, 0.548625, -50.1489, 170.904, -92.645, 0.106733, 0.829228, 0.548625, -68.0368, 167.305, -83.7252, 0.106733, 0.829228, 0.548625, -54.0752, 170.114, -90.6077, 0.680682, -0.443513, -0.583067, -20.3025, 153.028, -64.5812, 0.725438, -0.0512724, 0.686376, 10.3103, 140.695, -90.2798, 0.629336, -0.0533775, 0.775298, 37.4289, 120.883, -113.657, 0.629336, -0.0533775, 0.775298, 27.1078, 129.75, -104.668, 0.629336, -0.0533775, 0.775298, 35.4137, 123.058, -111.637, 0.752148, -0.292501, -0.590522, -33.4084, 149.371, -78.1341, 0.806246, 0.121428, 0.578985, -4.86582, 143.099, -101.286, 0.641002, 0.116769, 0.758605, 21.7932, 131.293, -121.995, 0.641002, 0.116769, 0.758605, 10.9108, 136.964, -113.673, 0.641002, 0.116769, 0.758605, 19.6096, 132.73, -120.137, -0.550924, -0.782095, 0.291223, -10.8722, 153.866, -47.22, 0.612429, -0.128703, 0.779978, -7.50965, 116.235, -55.939, 0.600512, -0.129177, 0.789113, -32.5345, 89.3221, -41.3008, 0.600512, -0.129177, 0.789113, -20.7539, 97.4334, -48.938, 0.600512, -0.129177, 0.789113, -26.2728, 91.6736, -43.7932, -0.675545, -0.734399, 0.0655494, -3.30128, 150.568, -30.5742, 0.499688, -0.293586, 0.814935, -2.34893, 121.754, -41.084, 0.410238, -0.300509, 0.861046, -26.5361, 102.303, -36.3489, 0.410238, -0.300509, 0.861046, -13.8152, 109.289, -39.9714, 0.410238, -0.300509, 0.861046, -20.2538, 104.368, -37.9722, 
